SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531111,GOTHI PLASCO,P ,Q,21.60,21.60,21.50,21.50,21.50,20.70,5,1500,32380.00,
531112,BALUFORGE   ,X ,Q,224.00,226.50,224.00,224.00,224.00,224.00,3,7,1573.00,
531120,PATEL ENGG. ,A ,Q,12.68,14.10,12.48,13.68,13.68,12.65,898,172679,2309804.00,
531126,VIRTUALSOFT.,X ,Q,2.66,2.66,2.65,2.65,2.65,2.54,6,700,1860.00,
531129,INANI MARBLE,X ,Q,17.40,17.40,15.35,16.00,16.00,15.80,41,4430,69332.00,
531137,GEMSTONE INV,X ,Q,1.30,1.39,1.28,1.33,1.34,1.33,70,27467,36028.00,
531146,MEDICAMEN BI,X ,Q,524.25,534.95,507.00,524.45,525.00,513.95,217,6696,3509244.00,
531147,ALICON      ,B ,Q,552.90,556.45,512.95,519.95,520.00,550.05,313,2336,1245375.00,
531153,DILIGENT    ,X ,Q,9.00,9.00,9.00,9.00,9.00,8.90,6,174,1566.00,
531155,EPSOM PRO   ,X ,Q,3.61,3.61,3.61,3.61,3.61,3.80,2,352,1270.00,
531156,ALFAVISON.OV,X ,Q,38.50,38.50,36.90,36.90,36.90,38.50,3,250,9425.00,
531157,ORGANIC COAT,X ,Q,6.10,6.10,6.10,6.10,6.10,6.10,2,225,1372.00,
531158,CATVISION   ,XT,Q,6.70,7.00,6.46,7.00,7.00,6.80,16,1497,9849.00,
531161,ABM KNOWLEDG,X ,Q,112.90,112.90,107.65,110.20,109.60,111.65,100,2842,311967.00,
531162,EMAMI LTD.  ,A ,Q,487.00,492.65,480.50,482.55,482.55,485.25,298,3407,1652535.00,
531169,SKP SECURE. ,X ,Q,42.25,42.25,42.25,42.25,42.25,40.30,1,200,8450.00,
531173,SYSCHEM (I) ,X ,Q,6.80,7.15,6.80,6.89,7.00,6.88,44,3979,27575.00,
531179,ARMAN FIN   ,A ,Q,558.90,558.90,549.40,552.70,550.65,551.70,37,268,147687.00,
531192,MIDINFRA    ,XT,Q,0.95,0.98,0.93,0.93,0.93,0.95,9,10440,9771.00,
531196,GAGAN POLYCO,X ,Q,1.51,1.51,1.51,1.51,1.51,1.58,7,5241,7913.00,
531198,DHANADACOL  ,XT,Q,5.28,5.28,5.28,5.28,5.28,5.38,8,1024,5406.00,
531199,GLANCE FIN. ,X ,Q,50.40,50.40,50.00,50.40,50.40,48.00,16,1202,60420.00,
531201,SHILCHAR TEC,X ,Q,215.00,225.00,210.00,211.00,210.00,208.25,17,414,87794.00,
531203,BRAND REAL  ,XT,Q,46.00,46.00,46.00,46.00,46.00,46.00,1,100,4600.00,
531205,KANSAL FIBRE,P ,Q,8.30,8.70,8.30,8.70,8.70,8.30,11,2100,17935.00,
531209,NUCLE.SOFT E,A ,Q,554.25,555.00,531.10,536.45,536.45,543.35,482,5425,2938986.00,
531210,COLINZ LABOR,XT,Q,15.28,15.28,15.28,15.28,15.28,14.99,16,8473,129467.00,
531211,WELLNESS    ,P ,Q,6.07,6.07,6.07,6.07,6.07,5.79,1,100,607.00,
531212,NALIN LEASE ,X ,Q,20.95,20.95,20.95,20.95,20.95,21.15,1,2,41.00,
531213,MANAP FIN   ,A ,Q,149.55,157.00,149.55,152.55,152.55,149.30,3120,333557,51471254.00,
531215,RTS POWER CO,X ,Q,43.25,45.95,43.25,44.70,44.70,44.00,23,1640,72910.00,
531216,COMFORT INTE,X ,Q,10.80,10.81,10.01,10.50,10.50,10.30,37,7064,75810.00,
531223,ANJANI SYNT.,X ,Q,24.00,24.50,24.00,24.15,24.15,24.25,18,837,20225.00,
531225,XTGLOBAL    ,X ,Q,20.70,22.00,20.70,21.15,21.05,21.10,107,19721,424001.00,
531228,RANDER CORP.,X ,Q,9.48,9.48,9.48,9.48,9.48,9.67,1,21,199.00,
531233,RASI ELECTRO,X ,Q,4.28,4.80,4.10,4.57,4.57,4.08,72,71094,314669.00,
531234,VICTORY PAPR,X ,Q,101.05,103.80,101.00,103.35,103.80,102.50,16,1232,126000.00,
531241,LINC PEN &PL,B ,Q,151.25,151.25,151.25,151.25,151.25,153.60,1,2,302.00,
531246,PRIMA IND.  ,XT,Q,20.30,20.30,19.35,19.35,19.35,19.35,16,1348,26748.00,
531253,INDIA GELAT.,X ,Q,94.95,101.00,94.00,98.05,97.80,93.05,238,11127,1101483.00,
531254,OPTIFIN     ,X ,Q,21.40,21.40,21.40,21.40,21.40,20.50,1,100,2140.00,
531255,PARAGON FIN.,X ,Q,18.00,18.00,17.00,17.20,17.75,17.05,34,4940,84368.00,
531257,PRATIKSHA CH,XT,Q,6.11,6.73,6.11,6.73,6.73,6.41,6,600,3976.00,
531260,SUNEDISON   ,X ,Q,57.65,57.65,57.65,57.65,57.65,56.55,2,101,5822.00,
531265,PROGREXV    ,XT,Q,4.99,4.99,4.99,4.99,4.99,5.25,2,300,1497.00,
531266,VST TILLERS ,A ,Q,1835.00,1841.20,1805.10,1814.20,1805.10,1802.55,162,866,1580893.00,
531268,B2B SOFT.   ,XT,Q,25.00,26.10,24.50,26.10,26.10,24.90,162,33959,881403.00,
531273,RADHE DEVLOP,X ,Q,8.59,8.59,8.11,8.45,8.45,8.23,15,1367,11402.00,
531278,ELIXIR      ,X ,Q,30.95,31.25,28.00,29.05,29.70,28.35,53,4882,144408.00,
531280,PANKAJ POLY.,X ,Q,3.95,4.20,3.95,3.95,3.95,4.15,11,4214,16645.00,
531281,P.G.IND.LTD.,XT,Q,4.63,4.78,4.40,4.77,4.77,4.63,12,2530,11969.00,
531287,NAT PLASTIC ,X ,Q,37.00,37.25,36.00,37.20,37.20,37.00,12,553,20340.00,
531289,NATFIT      ,X ,Q,39.80,42.00,38.00,41.65,42.00,38.70,43,7168,291732.00,
531297,ARTEFACT PR ,X ,Q,32.70,33.95,32.70,33.95,33.95,33.95,5,406,13782.00,
531300,AMIT INTNL. ,XT,Q,2.62,2.62,2.62,2.62,2.62,2.62,1,15,39.00,
531304,NUTECH GLOBA,X ,Q,18.90,18.90,18.90,18.90,18.90,18.90,1,1,18.00,
531306,DHP INDIA LT,X ,Q,367.20,398.00,366.00,392.80,398.00,375.40,183,5925,2253882.00,
531307,RRIL        ,XT,Q,12.40,12.50,11.70,12.08,11.80,12.15,45,6638,81172.00,
531310,AVAILABLE FI,X ,Q,22.30,22.30,22.30,22.30,22.30,21.25,4,1765,39359.00,
531314,INTEGRA CAP.,X ,Q,10.36,11.44,10.36,11.44,11.44,10.90,9,650,7004.00,
531322,HAVISHA     ,T ,Q,0.83,0.83,0.77,0.81,0.81,0.81,21,5995,4722.00,
531323,JAYIND      ,X ,Q,5.76,5.76,5.22,5.22,5.22,5.49,7,3503,18286.00,
531328,KRETTOSYS   ,XT,Q,6.00,6.38,5.78,6.08,6.08,6.08,56,3268,20003.00,
531334,VIKALP SEC. ,XT,Q,2.76,2.76,2.76,2.76,2.76,2.90,1,1,2.00,
531335,ZYDUS WELL  ,A ,Q,2063.00,2134.95,2063.00,2113.10,2113.10,2078.30,553,2538,5315222.00,
531337,JUMPNET     ,B ,Q,6.65,6.70,6.41,6.41,6.41,6.74,555,193563,1251428.00,
531341,GUJ.INVESTA ,X ,Q,3.23,3.23,2.93,3.23,3.23,3.08,3,4,12.00,
531343,INDINFRA    ,X ,Q,3.37,3.71,3.37,3.71,3.71,3.54,2,31,112.00,
531344,CONTAIN.CORP,A ,Q,582.25,590.45,570.75,574.00,574.00,577.85,1828,81266,46992192.00,
531346,EASTERN TRED,X ,Q,59.35,59.40,55.00,59.30,59.40,56.60,23,7290,416577.00,
531349,PANACEA BIOT,A ,Q,353.00,353.00,342.00,353.00,353.00,336.20,1480,96292,33873172.00,
531352,PEETI SECURT,XT,Q,11.20,11.70,10.64,10.64,10.64,11.20,14,860,9489.00,
531358,CHOICE INT. ,X ,Q,114.00,116.40,111.65,114.05,114.05,112.90,38,7247,826740.00,
531359,SHRIRAM ASSE,X ,Q,104.40,104.40,96.50,97.50,99.90,101.50,9,238,23199.00,
531364,PARAMONE    ,X ,Q,34.00,34.15,32.05,32.50,32.50,33.65,23,3400,113776.00,
531370,SPARC SYSTEM,XT,Q,4.37,4.57,4.36,4.37,4.37,4.36,5,1511,6700.00,
531373,BYKE HOSP   ,B ,Q,19.30,19.80,19.00,19.15,19.15,19.20,81,13562,260226.00,
531380,CENTENIAL SU,X ,Q,42.00,43.10,42.00,43.10,43.10,41.10,4,56,2357.00,
531381,ARIHANT FOUN,B ,Q,17.10,18.00,17.10,17.95,17.95,17.50,6,346,6185.00,
531387,HASTI FINANC,X ,Q,4.25,4.25,4.23,4.23,4.23,4.25,6,1535,6493.00,
531390,UPSURGE INV.,X ,Q,17.10,18.75,17.10,18.50,18.75,18.00,2,60,1108.00,
531397,POLYCON INT.,X ,Q,4.18,4.18,4.18,4.18,4.18,4.39,1,170,710.00,
531398,SOURCENTRL  ,X ,Q,169.35,171.00,151.25,156.95,157.00,157.90,72,1823,291351.00,
531400,ALMONDZ GLO ,B ,Q,27.00,28.20,27.00,28.20,28.20,27.00,16,291,7925.00,
531402,LWS KNITWEAR,XT,Q,6.64,6.64,6.64,6.64,6.64,6.33,19,4448,29534.00,
531406,ANS LTD     ,XT,Q,11.99,11.99,11.99,11.99,11.99,12.36,1,1,11.00,
531409,ALCH CORP   ,X ,Q,4.95,4.95,4.95,4.95,4.95,5.20,4,363,1796.00,
531411,TUNI TEXTILE,XT,Q,0.48,0.48,0.44,0.47,0.47,0.46,123,228082,102889.00,
531412,RADIX IND   ,XT,Q,35.30,35.50,35.30,35.50,35.50,35.15,3,187,6607.00,
531416,NARENDRA PRO,X ,Q,13.99,13.99,13.99,13.99,13.99,13.90,2,1001,14003.00,
531417,MEGA CORPN. ,X ,Q,0.85,0.85,0.83,0.85,0.85,0.84,241,170170,144376.00,
531426,TAMIL.NEWSPR,A ,Q,142.95,145.60,141.45,141.75,142.20,141.80,301,4390,628871.00,
531429,ADVENT COMP.,XT,Q,1.76,1.90,1.76,1.76,1.76,1.85,23,3644,6622.00,
531431,SHAKTI PUMPS,B ,Q,533.65,544.20,528.30,538.20,531.15,531.20,452,8973,4819682.00,
531433,SUNGOLD CAP.,X ,Q,1.10,1.10,1.00,1.00,1.00,1.05,9,518,550.00,
531437,PWASML      ,X ,Q,23.95,23.95,22.30,23.75,23.75,23.85,16,3586,83087.00,
531439,GOLDSTONE EN,B ,Q,9.30,9.53,9.07,9.34,9.36,9.12,25,11397,105259.00,
531449,GRM OVERSEAS,X ,Q,2170.00,2234.15,2053.05,2234.10,2234.15,2127.80,436,5166,11290471.00,
531453,MOHIT INDUS.,B ,Q,7.40,7.40,7.25,7.25,7.25,7.05,8,1753,12934.00,
531454,POLYLINK POL,X ,Q,14.89,15.50,14.50,15.07,15.18,14.67,64,4149,61997.00,
531456,MINAXI TEXT.,X ,Q,0.68,0.68,0.62,0.62,0.62,0.65,10,2201,1430.00,
531471,DUKE OFFSHOR,X ,Q,8.75,9.22,8.75,8.93,9.18,8.89,21,509,4596.00,
531489,CG-VAK SOFTW,X ,Q,91.15,94.00,90.20,91.95,92.70,93.55,71,2958,274308.00,
531494,NAVKAR BUILD,X ,Q,11.00,11.00,10.05,10.12,10.45,10.50,65,2080,21417.00,
531496,OMKAR OVERSE,X ,Q,1.87,1.87,1.84,1.84,1.84,1.87,3,102,187.00,
531497,MADHUCON PRJ,B ,Q,4.85,4.85,4.85,4.85,4.85,4.84,1,100,485.00,
531499,SYBLY INDS. ,XT,Q,4.83,4.99,4.83,4.99,4.99,5.08,4,1008,4869.00,
531500,RAJESH EXPO.,A ,Q,504.40,512.00,498.80,508.10,510.85,503.00,1034,21901,11087417.00,
531502,ESAAR (I)LTD,X ,Q,1.57,1.57,1.57,1.57,1.57,1.60,10,8299,13029.00,
531503,MARIS SPIN. ,X ,Q,30.20,30.20,27.40,27.40,27.40,28.80,6,52,1427.00,
531508,EVEREADY (I),A ,Q,293.75,295.95,290.05,291.65,291.65,290.30,281,11615,3414886.00,
531512,ORIENT TRADE,XT,Q,4.35,4.36,4.28,4.28,4.28,4.36,66,15084,64731.00,
531515,MAHAN IND.  ,XT,Q,0.29,0.30,0.29,0.30,0.30,0.29,4,1854,537.00,
531518,VIKASPROP   ,B ,Q,2.17,2.23,2.14,2.20,2.20,2.17,384,481029,1047641.00,
531525,ACE SOFTWARE,X ,Q,12.30,12.30,12.30,12.30,12.30,13.10,1,20,246.00,
531531,HATSUN AGRO ,A ,Q,827.15,830.85,819.15,820.25,820.25,823.90,219,1005,828419.00,
531533,E.COM INFOTE,XT,Q,12.81,12.81,11.82,11.82,11.82,12.44,14,1748,20768.00,
531539,RISHABH DIGH,X ,Q,21.50,21.50,21.50,21.50,21.50,21.55,1,9,193.00,
531540,MARUTI INFRA,X ,Q,26.95,27.00,25.10,25.45,25.95,26.00,42,3479,89535.00,
531541,KOBO        ,Z ,Q,6.51,6.51,6.51,6.51,6.51,6.39,6,491,3196.00,
531543,JINDAL WORLD,B ,Q,53.90,54.35,51.00,51.40,52.70,50.75,610,77848,4109207.00,
531548,SOMANY CRAM ,A ,Q,425.00,426.00,413.70,417.85,418.00,418.60,458,3511,1472131.00,
531552,RAGHUNATH TO,X ,Q,4.30,4.30,4.30,4.30,4.30,4.30,4,16,68.00,
531556,CORAL (I)FIN,B ,Q,27.90,27.90,25.95,26.10,26.80,27.10,217,18568,492047.00,
531583,RAP MEDIA   ,X ,Q,8.60,8.63,7.85,8.63,8.63,8.22,13,396,3405.00,
531585,DEVINE IMPE ,XT,Q,2.65,2.65,2.65,2.65,2.65,2.60,10,3858,10223.00,
531591,BAMPSL SECUR,XT,Q,4.03,4.03,3.70,3.96,4.00,3.86,33,19347,76614.00,
531592,GENPHARMA   ,X ,Q,8.68,8.68,8.24,8.35,8.35,8.32,474,108471,904151.00,
531595,CGCL        ,A ,Q,447.90,454.00,444.20,450.90,450.90,448.95,676,20616,9242617.00,
531599,FDC LIMITED ,A ,Q,330.10,335.60,325.80,330.40,330.40,328.60,1941,66668,22042602.00,
531608,GORANI INDUS,XT,Q,19.75,19.75,19.75,19.75,19.75,20.75,2,11,217.00,
531609,KG PETROCHEM,XT,Q,308.70,308.70,280.00,306.50,301.00,294.00,81,2901,892571.00,
531613,MAL         ,XT,Q,1.03,1.03,0.99,0.99,0.99,0.99,5,6449,6464.00,
531616,STARCOM     ,XT,Q,141.05,141.05,141.05,141.05,141.05,138.30,1,1,141.00,
531621,CENTERAC    ,XT,Q,1.71,1.71,1.71,1.71,1.71,1.80,1,100,171.00,
531624,COUNTRY COND,B ,Q,2.14,2.14,2.01,2.04,2.04,2.10,43,33922,69495.00,
531633,LINCOLN PHAR,A ,Q,297.60,298.70,285.35,286.55,286.55,294.10,1060,17838,5197121.00,
531635,SILVER OAK  ,XT,Q,17.60,17.60,17.60,17.60,17.60,17.60,4,75,1320.00,
531637,PRAVEG      ,X ,Q,65.30,65.95,62.30,64.50,65.55,64.40,57,4253,272574.00,
531638,SURAJ LTD   ,X ,Q,43.35,45.50,41.30,45.50,45.50,43.35,32,3718,162734.00,
531642,MARICOLTD   ,A ,Q,481.10,481.10,468.50,472.80,472.80,475.65,3422,163395,77125592.00,
531644,TOKYO FINANC,X ,Q,9.20,9.20,9.15,9.15,9.15,9.24,2,202,1853.00,
531648,MAHAVIRIND  ,XT,Q,0.72,0.72,0.70,0.70,0.70,0.70,16,1925,1348.00,
531652,THIRDWAVE FI,XT,Q,37.95,37.95,37.85,37.85,37.85,36.40,7,1357,51376.00,
531658,TRIJAL IND. ,X ,Q,4.98,4.98,4.98,4.98,4.98,4.75,5,2300,11454.00,
531667,RRMETAL     ,X ,Q,32.90,32.90,32.90,32.90,32.90,32.90,1,1,32.00,
531668,VISION CORPO,X ,Q,2.54,2.54,2.54,2.54,2.54,2.59,19,2511,6377.00,
531672,INANI SEC.  ,XT,Q,15.45,15.45,15.45,15.45,15.45,15.45,5,250,3862.00,
531688,PRITHVIEXCH ,X ,Q,19.60,19.60,18.10,18.10,18.10,18.70,25,1127,20653.00,
531692,KHYATI MULTI,XT,Q,0.49,0.50,0.47,0.50,0.50,0.49,9,1643,795.00,
531694,RAINBOW FOUN,X ,Q,9.59,9.59,8.69,9.59,9.59,9.14,10,832,7789.00,
531717,VIDHIING    ,B ,Q,222.00,224.20,201.55,206.45,206.45,220.75,1643,47056,9858778.00,
531719,BHAGIRA.CHEM,X ,Q,495.00,508.85,482.05,493.20,485.20,491.15,118,5556,2716658.00,
531726,PANCHSHEEL O,XT,Q,90.00,93.35,89.05,89.30,89.30,93.45,13,573,51388.00,
531727,MENON PISTON,X ,Q,18.65,18.65,17.95,18.25,18.00,18.15,104,11248,205349.00,
531737,GREENCREST  ,X ,Q,0.70,0.72,0.70,0.72,0.72,0.71,309,186281,130604.00,
531739,GENNEX LAB  ,X ,Q,5.88,5.94,5.32,5.68,5.73,5.75,2335,1687574,9425859.00,
531744,GINI SILK MI,X ,Q,65.00,65.00,61.80,61.80,61.80,64.95,3,301,19245.00,
531746,PRAJAY ENGS.,B ,Q,8.55,8.71,8.45,8.55,8.50,8.55,16,1855,15966.00,
531752,BIOGEN      ,XT,Q,0.25,0.25,0.23,0.23,0.23,0.24,753,2301828,532273.00,
531761,APOLLOPIPES ,A ,Q,1096.00,1099.30,1046.00,1051.00,1051.00,1092.55,561,4267,4552744.00,
531762,UNJHA FORMUL,X ,Q,8.70,8.70,7.89,8.09,8.01,8.30,20,2266,18580.00,
531768,POLY MEDICUR,A ,Q,1016.65,1020.00,987.65,994.15,990.00,1018.30,830,8251,8264138.00,
531771,TOWA SOKKI  ,XT,Q,6.91,6.91,6.91,6.91,6.91,6.59,1,10,69.00,
531778,KACHCHHMIN  ,X ,Q,5.00,5.00,5.00,5.00,5.00,5.00,10,80,400.00,
531784,KCLINFRA    ,XT,Q,1.00,1.02,0.94,0.96,0.96,0.98,19,1077,1070.00,
531795,ATUL AUTO   ,B ,Q,174.15,175.00,171.05,172.00,172.30,172.85,364,8990,1549551.00,
531810,METAL COATIN,X ,Q,26.50,27.90,26.50,27.90,27.90,27.40,5,556,14736.00,
531812,SGN TELECOMS,XT,Q,0.25,0.27,0.25,0.27,0.27,0.26,25,26852,6933.00,
531814,TIRUPATI SAR,X ,Q,5.24,5.39,4.72,5.33,5.34,5.08,62,19359,98492.00,
531822,RODIUM      ,X ,Q,66.00,72.45,61.00,63.60,61.00,60.75,38,1283,83969.00,
531832,NAGAR.AGRITE,X ,Q,5.15,5.15,5.15,5.15,5.15,5.15,2,20,103.00,
531841,INDUSFINL   ,X ,Q,7.60,8.40,7.60,8.40,8.40,8.00,7,542,4138.00,
531842,LAHOTI OVER.,X ,Q,15.40,15.80,15.09,15.25,15.25,15.43,21,3715,56790.00,
531845,ZENITHSTL   ,B ,Q,1.18,1.18,1.18,1.18,1.18,1.13,2,2200,2596.00,
531859,ORIRAIL     ,X ,Q,54.30,58.60,52.00,56.45,56.00,52.60,175,41701,2283522.00,
531861,JOINDRE CAPI,X ,Q,18.25,18.25,18.25,18.25,18.25,18.50,8,62,1131.00,
531862,BHARATAGRI  ,X ,Q,163.00,166.85,157.20,163.20,164.85,163.15,26,2004,320405.00,
531867,UNITECH INTE,X ,Q,4.03,4.03,3.83,4.03,4.03,4.03,11,1061,4175.00,
531869,SACHETA MET.,X ,Q,15.40,15.95,15.10,15.40,15.30,15.30,200,63355,988790.00,
531870,POPULAR EST ,Z ,Q,6.90,6.90,6.56,6.56,6.56,6.90,3,7,46.00,
531878,ANJANI FINL ,X ,Q,7.10,7.10,7.10,7.10,7.10,6.97,8,1111,7888.00,
531879,PIONEER DIS.,B ,Q,109.15,111.00,106.50,108.80,109.30,107.75,121,8422,919828.00,
531888,REXNORD ELE.,X ,Q,42.95,43.85,41.00,42.30,43.00,40.30,423,35250,1500754.00,
531892,KHANDWALA SE,B ,Q,14.60,14.64,13.35,14.50,14.50,13.31,11,1525,21057.00,
531893,SAWACA BUSI ,X ,Q,2.49,2.49,2.49,2.49,2.49,2.45,9,2702,6727.00,
531900,CCL INTER   ,X ,Q,16.45,16.45,16.45,16.45,16.45,17.30,1,100,1645.00,
531917,TWINSTAR SOF,Z ,Q,0.75,0.77,0.72,0.77,0.77,0.74,19,97314,74883.00,
531921,AGAR IND COR,B ,Q,193.90,193.90,177.20,193.90,193.90,184.70,532,23078,4367992.00,
531923,DHAMPURE SGR,X ,Q,39.00,40.75,36.80,38.35,38.00,37.15,282,44987,1751480.00,
531925,SHANTANU SHE,XT,Q,0.80,0.80,0.76,0.78,0.80,0.80,22,7152,5487.00,
531929,INNOCORP L  ,XT,Q,0.97,0.97,0.91,0.91,0.91,0.93,2,501,455.00,
531930,SARTHAK INDU,X ,Q,14.33,14.33,14.33,14.33,14.33,13.65,3,25,358.00,
531952,RIBA TEXTILS,X ,Q,53.50,53.50,50.35,50.95,50.95,51.80,190,150066,7624967.00,
531962,SHREMETAL   ,XT,Q,28.10,28.10,28.10,28.10,28.10,27.30,1,98,2753.00,
531977,CHARTERLOGIS,X ,Q,3.35,3.58,3.31,3.38,3.45,3.40,36,13623,46157.00,
531978,AMBIKA COTTO,B ,Q,1072.00,1098.45,1051.00,1081.60,1078.10,1071.35,427,2812,3016451.00,
531979,HIND ALUMIN ,X ,Q,38.95,38.95,36.25,38.00,38.00,38.00,217,93940,3568053.00,
531982,SPECTR FOOD ,XT,Q,13.00,13.00,12.99,13.00,13.00,12.74,5,94,1221.00,
531991,AMRAWOR AGRI,XT,Q,0.65,0.66,0.65,0.65,0.65,0.65,12,2714,1764.00,
531996,ODYSSEY CORP,X ,Q,1.60,1.66,1.58,1.58,1.58,1.66,10,22659,36409.00,
532001,INDUCTO STL.,X ,Q,19.35,19.40,19.35,19.40,19.40,18.50,4,317,6139.00,
532005,SAM INDUS.  ,X ,Q,13.00,13.03,13.00,13.03,13.03,11.85,16,1755,22840.00,
532007,SHREEVAT.FIN,XT,Q,3.66,3.66,3.52,3.52,3.52,3.66,3,1100,4025.00,
532011,POOJA ENT   ,XT,Q,65.75,65.75,61.95,64.20,64.15,64.45,57,1165,74122.00,
532015,GRAVITY (I) ,XT,Q,2.10,2.22,2.06,2.22,2.22,2.12,27,4764,10462.00,
532019,LCC INFOTECH,B ,Q,1.41,1.55,1.41,1.41,1.41,1.48,210,796833,1135935.00,
532022,FILAT FASH  ,X ,Q,2.52,2.52,2.35,2.45,2.45,2.40,19,8155,20068.00,
532033,JAIN STUDIOS,Z ,Q,2.37,2.37,2.26,2.26,2.26,2.37,3,1002,2264.00,
532035,UNISTAR MULT,X ,Q,3.50,3.50,3.23,3.23,3.23,3.40,4,11000,35840.00,
532039,ZENOTECH    ,X ,Q,45.00,45.00,43.00,43.65,43.95,44.20,163,20484,891483.00,
532041,HINDUSTN BIO,XT,Q,4.95,4.95,4.95,4.95,4.95,4.72,21,12592,62330.00,
532042,FRONTL CORP ,X ,Q,8.81,8.81,8.81,8.81,8.81,9.27,1,100,881.00,
532051,SWELECT     ,B ,Q,233.40,240.00,228.80,229.75,229.90,226.00,216,3337,773929.00,
532053,WALLFORT FIN,X ,Q,38.90,39.90,34.00,35.90,36.00,37.90,156,17133,632667.00,
532054,KDDL LTD    ,B ,Q,302.00,307.80,296.10,304.00,304.00,302.85,43,719,217886.00,
532057,ABHINAV CAP ,XT,Q,34.55,34.55,34.00,34.00,34.00,34.55,3,3,102.00,
532067,KILPEST (I) ,X ,Q,425.00,433.40,416.20,418.65,418.65,432.55,1210,40549,17105206.00,
532070,SUPERB PAPER,X ,Q,10.11,10.82,10.01,10.64,10.64,10.95,61,27888,289980.00,
532090,VANDANA     ,XT,Q,0.69,0.69,0.68,0.69,0.69,0.66,69,160177,110514.00,
532092,SAGARPROD   ,X ,Q,2.90,2.90,2.76,2.76,2.76,2.90,72,129524,357519.00,
532100,INDO-CITY IN,X ,Q,2.92,2.92,2.92,2.92,2.92,2.92,4,153,446.00,
532102,SBEC SUGAR  ,X ,Q,8.00,8.19,7.53,7.90,7.90,7.90,53,12039,94863.00,
532113,BRIJLAXMI LE,X ,Q,2.41,2.41,2.37,2.37,2.37,2.41,4,116,278.00,
532114,AREALTY     ,XT,Q,2.10,2.10,2.10,2.10,2.10,2.18,3,194,407.00,
532123,BSE  INFRA  ,B ,Q,0.97,0.99,0.97,0.99,0.99,0.99,22,14815,14585.00,
532124,RELIAB VEN  ,X ,Q,6.69,6.69,6.69,6.69,6.69,6.69,1,1,6.00,
532134,BANKBARODA  ,A ,Q,71.40,71.70,69.85,70.55,70.55,70.60,3658,1353700,95605629.00,
532140,MOHITE      ,X ,Q,12.90,14.00,12.90,13.10,12.90,13.55,7,282,3679.00,
532141,ANDHRA CEMEN,B ,Q,5.45,5.96,5.35,5.73,5.74,5.42,183,108422,621390.00,
532143,SKM EGG PROD,B ,Q,53.50,54.40,52.80,53.15,52.80,53.40,190,3543,188970.00,
532144,WELCORP     ,A ,Q,145.45,147.00,141.80,145.10,145.10,143.00,3428,240830,34989988.00,
532145,H.S.(I) LTD.,X ,Q,4.62,4.62,4.36,4.41,4.41,4.40,8,658,2978.00,
532149,BNK OF INDIA,A ,Q,69.45,69.45,67.30,67.65,67.65,68.25,1146,149002,10188123.00,
532150,INDRAPRAST  ,B ,Q,88.90,93.70,87.65,88.45,88.45,89.85,3072,260865,23549128.00,
532154,SUNSHINE    ,X ,Q,2.61,2.61,2.48,2.48,2.48,2.61,10,2050,5098.00,
532155,GAIL (I) LTD,A ,Q,151.45,152.55,148.75,150.20,150.20,151.15,9783,1162998,175151023.00,
532156,VAIBHAVGBL  ,A ,Q,887.95,1037.90,851.10,996.40,1002.90,4363.40,8638,93675,92224304.00,
532159,TRESCON     ,X ,Q,51.70,60.00,50.50,55.50,53.00,51.40,75,6296,341496.00,
532160,GUJ.STAT.FIN,T ,Q,3.40,3.64,3.30,3.40,3.60,3.47,60,25157,89554.00,
532162,JK PAPER    ,A ,Q,145.10,148.00,141.90,142.75,142.75,144.05,1394,81371,11783755.00,
532163,SAREGAMA (I),A ,Q,1936.70,1989.00,1882.00,1961.95,1975.00,1926.00,393,1501,2869951.00,
532164,MINOLTA FIN.,Z ,Q,1.27,1.39,1.27,1.39,1.39,1.33,9,2133,2829.00,
532172,ADROITINFO  ,B ,Q,9.67,9.67,9.67,9.67,9.67,9.21,1,300,2901.00,
532173,CYBERTECH   ,B ,Q,154.00,162.00,151.35,154.85,153.35,147.70,2807,162628,25459451.00,
532174,ICICI BANK  ,A ,Q,612.00,614.70,603.75,606.75,606.75,608.65,10574,444307,270415725.00,
532175,CYIENT      ,A ,Q,757.65,769.95,757.65,760.55,760.00,758.40,408,7916,6055421.00,
532178,ENGINRS.(I) ,A ,Q,73.70,75.90,73.70,74.90,74.90,73.50,2403,391376,29246698.00,
532180,DHANALAK.BNK,B ,Q,13.76,14.90,13.61,14.41,14.41,13.83,908,360549,5189530.00,
532181,GUJ.MINERAL ,A ,Q,61.00,69.20,60.60,67.60,67.60,60.40,11793,1707269,112060875.00,
532183,GAYATRI SUGR,X ,Q,2.09,2.12,2.09,2.11,2.11,2.19,17,13154,27561.00,
532187,INDUSIND BNK,A ,Q,926.00,951.45,923.00,925.60,925.60,924.95,11817,389182,365208019.00,
532189,INDIA TOURIS,A ,Q,334.70,337.05,328.65,331.40,331.30,334.10,383,6555,2183674.00,
532209,J & K BANK  ,A ,Q,24.85,25.35,24.85,24.90,24.85,24.85,2139,584635,14638772.00,
532210,CITY UNION  ,A ,Q,170.65,173.00,170.00,170.45,170.00,170.65,535,41656,7120363.00,
